Player_Name,Position,Height(CM),Weight(KG),Appearance,Substitute(Appearance),Playtime(Minutes),Goals,Assists,Yellow_Cards,Red_Cards,Set_Piece_Goal,Passing_Percentage,AerialsWon,Man_Of_The_Matches,Team,Tournament,Rating
Edon Zhegrova ,Attaking Midfielder,181,66,11,11,1056,3,4,1,0,1.9,82.5,0,2,Lille,Ligue 1,7.08
Jonathan Bamba ,Attaking Midfielder,175,72,32,2,2790,6,7,6,0,2.1,83.8,0.6,2,Lille,Ligue 1,6.91
Ismaily ,Defender,177,82,21,2,1785,2,1,0,0,0.6,81,1.6,0,Lille,Ligue 1,6.83
Adam Ounas ,Attaking Midfielder,172,65,12,9,1065,1,1,2,0,1.2,79.7,0.2,1,Lille,Ligue 1,6.8
Alexsandro Ribeiro ,Defender,189,82,16,5,1611,3,0,4,0,0.8,90.8,1.5,2,Lille,Ligue 1,6.79
Angel Gomes ,Midfielder,168,56,34,2,2836,2,6,9,0,1.6,87.9,0.3,1,Lille,Ligue 1,6.71
Andre Gomes ,Midfielder,188,84,18,8,1628,3,2,6,0,0.7,89.2,0.7,1,Lille,Ligue 1,6.71
Tiago Djalo ,Defender,190,75,24,1,2022,2,0,7,0,0.6,93.1,1.1,1,Lille,Ligue 1,6.69
Bafode Diakite ,Defender,185,74,29,4,2656,3,0,6,0,0.6,89.8,1.2,1,Lille,Ligue 1,6.66
Lucas Chevalier ,Goalkeeper,189,78,32,0,2880,0,0,1,0,0,74.2,0.1,0,Lille,Ligue 1,6.63
Jose Fonte ,Defender,187,81,30,1,2593,1,0,7,0,0.5,90.3,2,1,Lille,Ligue 1,6.58
Yusuf Yazici ,Midfielder,183,74,3,1,202,1,1,0,0,1.3,81.6,0,0,Lille,Ligue 1,6.55
Timothy Weah ,Defender,183,66,18,11,1748,0,2,2,0,1,85.1,0.4,0,Lille,Ligue 1,6.53
Gabriel Gudmundsson ,Defender,180,74,9,9,832,0,0,3,0,0.4,83.9,0.7,0,Lille,Ligue 1,6.53
Leny Yoro ,Defender,190,75,8,5,768,0,0,0,0,0.2,91,0.9,0,Lille,Ligue 1,6.44
Akim Zedadka ,Defender,173,72,4,4,353,1,0,1,0,0.4,84.8,0.6,0,Lille,Ligue 1,6.39
Mohamed Bayo ,Forward,188,76,6,21,640,4,1,1,0,0.8,63.8,0.5,0,Lille,Ligue 1,6.29
Carlos Baleba ,Defender,170,75,5,14,472,0,0,3,1,0.6,83.6,0.4,0,Lille,Ligue 1,6.27
Jonas Martin ,Midfielder,184,77,2,10,272,0,0,2,0,0.1,84.4,0.7,0,Lille,Ligue 1,6.22
Alan Virginius ,Forward,175,65,1,14,248,1,0,1,0,0.8,79.2,0.1,0,Lille,Ligue 1,6.08
Amine Messoussa ,Forward,170,75,0,1,1,0,0,0,0,0,0,0,0,Lille,Ligue 1,6
Simon Ramet ,Defender,170,75,0,1,1,0,0,0,0,0,0,0,0,Lille,Ligue 1,6
Leo Jardim ,Goalkeeper,188,74,6,0,540,0,0,0,0,0,75.4,0.3,0,Lille,Ligue 1,5.66
Sofiane Diop ,Attaking Midfielder,175,65,1,0,66,1,0,0,0,2,69.2,2,0,Monaco,Ligue 1,7.56
Aleksandr Golovin ,Midfielder,180,69,29,5,2484,8,7,5,0,1.4,74.8,0.5,3,Monaco,Ligue 1,7.11
Wissam Ben Yedder ,Attaking Midfielder,170,68,28,4,2130,19,6,4,0,2.3,76.5,0.5,4,Monaco,Ligue 1,7.07
Vanderson ,Defender,180,74,24,7,2220,1,4,3,1,0.8,77.9,0.9,2,Monaco,Ligue 1,6.93
Caio Henrique ,Defender,178,68,32,3,2898,1,9,3,0,0.3,80.3,0.5,2,Monaco,Ligue 1,6.92
Youssouf Fofana ,Defender,185,75,35,1,3089,2,2,1,2,1.2,82.5,0.6,0,Monaco,Ligue 1,6.89
Benoit Badiashile ,Defender,194,75,9,2,839,2,0,3,0,0.5,86.1,1.9,0,Monaco,Ligue 1,6.86
Axel Disasi ,Defender,190,83,37,1,3330,3,3,3,0,0.8,83.8,2.6,1,Monaco,Ligue 1,6.83
Breel Embolo ,Attaking Midfielder,187,88,19,13,1856,12,2,3,0,1.3,70.1,1.1,1,Monaco,Ligue 1,6.83
Mohamed Camara ,Defender,174,69,25,4,2200,0,3,6,1,0.9,87.6,0.5,1,Monaco,Ligue 1,6.78
Krepin Diatta ,Midfielder,173,68,22,9,2079,4,2,3,0,1.3,79.4,1.3,1,Monaco,Ligue 1,6.78
Guillermo Maripan ,Defender,193,84,25,1,2160,3,0,4,1,0.6,87.5,1.8,1,Monaco,Ligue 1,6.76
Alexander Nubel ,Goalkeeper,193,86,38,0,3420,0,0,2,0,0,69.4,0.2,1,Monaco,Ligue 1,6.68
Chrislain Matsima ,Defender,193,75,5,3,446,0,1,0,0,0.4,86.3,2.1,1,Monaco,Ligue 1,6.66
Eliesse Ben Seghir ,Forward,170,75,13,6,1060,4,1,1,0,1.1,79.6,0.5,1,Monaco,Ligue 1,6.64
Jean Lucas ,Midfielder,181,78,3,3,289,0,0,0,0,0.8,88.2,0.2,0,Monaco,Ligue 1,6.58
Edan Diop ,Midfielder,170,75,1,6,220,1,0,0,0,0.9,76.6,0.6,0,Monaco,Ligue 1,6.53
Takumi Minamino ,Attaking Midfielder,174,68,10,8,726,1,3,2,0,1.2,70.9,0.4,0,Monaco,Ligue 1,6.44
Kevin Volland ,Attaking Midfielder,174,85,7,10,638,3,2,1,0,0.9,58.4,0.6,1,Monaco,Ligue 1,6.43
Soungoutou Magassa ,Midfielder,188,75,0,2,80,0,0,0,0,0,81.8,1,0,Monaco,Ligue 1,6.4
Ruben Aguilar ,Defender,170,70,14,6,1176,0,0,3,0,0.2,84.4,0.6,0,Monaco,Ligue 1,6.34
Malang Sarr ,Defender,183,73,8,5,713,0,0,3,0,0.1,89.3,1.2,0,Monaco,Ligue 1,6.32
Gelson Martins ,Midfielder,173,72,3,8,341,0,0,0,0,1.1,79.9,0.2,0,Monaco,Ligue 1,6.31
Myron Boadu ,Forward,183,67,3,9,290,3,0,0,0,0.6,67.9,0.9,0,Monaco,Ligue 1,6.29
Eliot Matazo ,Defender,170,75,13,10,1176,1,0,2,0,0.2,81.8,0.4,0,Monaco,Ligue 1,6.29
Maghnes Akliouche ,Midfielder,183,75,5,6,403,0,0,3,0,0.5,83,0.2,0,Monaco,Ligue 1,6.28
Ismail Jakobs ,Defender,184,75,9,23,1102,0,2,3,0,0.4,69.1,1.6,0,Monaco,Ligue 1,6.27
Alexandre Lacazette ,Midfielder,175,73,34,1,2938,27,5,3,0,3.3,75.5,0.8,5,Lyon,Ligue 1,7.42
Lucas Paqueta ,Midfielder,180,72,2,0,161,0,0,0,0,2.5,87.1,2,0,Lyon,Ligue 1,7.32
Maxence Caqueret ,Defender,174,63,32,4,2778,4,7,2,0,0.7,86.3,0.4,2,Lyon,Ligue 1,7.04
Rayan Cherki ,Attaking Midfielder,176,71,21,13,1874,4,6,3,0,1.8,81,0.1,3,Lyon,Ligue 1,6.99
Bradley Barcola ,Attaking Midfielder,186,75,15,11,1438,5,8,3,0,1,72.4,0.6,3,Lyon,Ligue 1,6.94
Tete ,Attaking Midfielder,175,70,14,3,1114,6,2,3,0,1.8,81.7,0.2,2,Lyon,Ligue 1,6.93
Karl Toko Ekambi ,Attaking Midfielder,183,74,15,4,1357,4,2,1,0,2.2,82.3,0.8,2,Lyon,Ligue 1,6.91
Dejan Lovren ,Defender,188,84,17,0,1462,1,0,2,0,0.8,88.2,2.8,0,Lyon,Ligue 1,6.91
Nicolas Tagliafico ,Defender,172,66,34,0,2995,1,3,5,0,0.7,85.8,1.3,1,Lyon,Ligue 1,6.86
Malo Gusto ,Defender,179,67,19,2,1602,0,1,1,0,0.3,85.1,0.4,1,Lyon,Ligue 1,6.86
Corentin Tolisso ,Defender,181,81,25,5,2050,1,2,3,0,1,88.8,1.2,1,Lyon,Ligue 1,6.82
Sinaly Diomande ,Defender,184,74,22,2,1959,0,0,2,1,0.4,85.6,2.3,0,Lyon,Ligue 1,6.75
Castello Lukeba ,Defender,184,75,33,1,2986,2,0,7,1,0.4,90.4,1.1,0,Lyon,Ligue 1,6.73
Anthony Lopes ,Goalkeeper,184,81,32,0,2817,0,0,2,1,0,74.3,0.1,0,Lyon,Ligue 1,6.69
Jeffinho ,Attaking Midfielder,170,75,4,5,443,1,0,1,0,1.1,86.3,0.3,0,Lyon,Ligue 1,6.68
Thiago Mendes ,Defender,176,78,22,9,2065,1,1,3,0,0.5,87,1.1,0,Lyon,Ligue 1,6.61
Sael Kumbedi ,Defender,175,75,14,6,1317,0,2,8,0,0.5,83.6,0.4,0,Lyon,Ligue 1,6.61
Henrique ,Defender,173,71,3,4,353,0,1,0,0,0.1,86.3,1.4,0,Lyon,Ligue 1,6.54
Remy Riou ,Goalkeeper,191,81,6,1,601,0,0,0,0,0,76.4,0,0,Lyon,Ligue 1,6.54
Johann Lepenant ,Defender,176,75,21,10,1935,1,2,4,0,0.6,89.9,0.5,0,Lyon,Ligue 1,6.49
Damien da Silva ,Defender,184,82,3,4,336,0,0,2,0,0.3,87,1.7,0,Lyon,Ligue 1,6.46
Houssem Aouar ,Midfielder,175,70,6,10,522,1,1,2,0,0.9,82.4,0.4,0,Lyon,Ligue 1,6.42
Jeff Reine-Adelaide ,Attaking Midfielder,183,75,1,13,325,0,0,1,0,0.7,89.8,0.2,0,Lyon,Ligue 1,6.4
Romain Faivre ,Attaking Midfielder,180,75,3,7,297,0,1,0,0,0.5,92.1,0.2,0,Lyon,Ligue 1,6.36
Amin Sarr ,Attaking Midfielder,188,83,6,7,537,1,1,0,0,0.5,75.2,0.8,0,Lyon,Ligue 1,6.33
Jerome Boateng ,Defender,192,90,6,2,432,0,0,0,0,0,80.6,0.9,0,Lyon,Ligue 1,6.33
Moussa Dembele ,Forward,183,73,8,15,866,3,0,1,0,1.2,72.9,1.3,0,Lyon,Ligue 1,6.32
Mamadou Sarr ,Defender,170,75,0,1,7,0,0,0,0,0,100,0,0,Lyon,Ligue 1,6.05
Mohamed El Arouch ,Midfielder,166,75,0,1,1,0,0,0,0,0,100,0,0,Lyon,Ligue 1,6
Neto Borges ,Defender,185,89,33,0,2840,3,1,2,2,0.7,79.5,1.1,4,Clermont Foot,Ligue 1,6.91
Mory Diaw ,Goalkeeper,197,95,37,0,3330,0,0,0,0,0,66.8,0.1,3,Clermont Foot,Ligue 1,6.82
Johan Gastien ,Defender,179,69,29,2,2607,4,3,7,0,0.6,84.7,0.3,2,Clermont Foot,Ligue 1,6.79
Alidu Seidu ,Defender,173,68,28,0,2463,0,0,10,1,0.2,86.8,0.9,0,Clermont Foot,Ligue 1,6.75
Saif-Eddine Khaoui ,Attaking Midfielder,180,68,23,11,2036,7,3,4,0,1.4,73.1,0.4,2,Clermont Foot,Ligue 1,6.74
Maximiliano Caufriez ,Defender,189,81,25,1,2224,1,0,8,1,0.5,88.7,0.8,1,Clermont Foot,Ligue 1,6.65
Grejohn Kyei ,Forward,187,84,26,11,2244,10,3,3,0,1.6,72.4,1.3,5,Clermont Foot,Ligue 1,6.65
Mateusz Wieteska ,Defender,187,77,35,0,3120,0,1,7,1,0.5,82.8,2.2,1,Clermont Foot,Ligue 1,6.61
Cheick Konate ,Defender,170,75,6,3,572,0,0,2,0,0.3,73.6,0.3,0,Clermont Foot,Ligue 1,6.58
Elbasan Rashani ,Attaking Midfielder,181,71,26,6,2173,3,3,3,0,1.1,80.3,0.5,1,Clermont Foot,Ligue 1,6.57
Muhammed Cham ,Attaking Midfielder,180,67,23,15,1976,7,4,2,0,1.4,83.1,0.2,1,Clermont Foot,Ligue 1,6.55
Maxime Gonalons ,Defender,187,76,19,6,1457,1,0,3,0,0.2,88.6,0.6,1,Clermont Foot,Ligue 1,6.55
Yohann Magnin ,Defender,183,71,25,13,2393,0,0,6,0,0.4,84.9,0.7,0,Clermont Foot,Ligue 1,6.49
Aiman Maurer ,Attaking Midfielder,170,75,6,4,504,0,1,0,0,1.1,78.1,0.3,0,Clermont Foot,Ligue 1,6.47
Mehdi Zeffane ,Defender,176,73,7,11,656,1,1,1,0,0.4,78.6,0.2,0,Clermont Foot,Ligue 1,6.46
Jim Allevinah ,Midfielder,172,75,25,11,2248,1,1,2,0,0.8,82.4,0.3,0,Clermont Foot,Ligue 1,6.45
Jodel Dossou ,Attaking Midfielder,180,68,2,7,254,1,0,0,0,0.7,75.6,0.1,0,Clermont Foot,Ligue 1,6.43
Jean-Claude Billong ,Defender,192,90,0,1,22,0,0,0,0,0,100,2,0,Clermont Foot,Ligue 1,6.42
Komnen Andric ,Forward,189,84,16,18,1442,4,3,4,0,0.9,75.3,1.3,0,Clermont Foot,Ligue 1,6.34
Florent Ogier ,Defender,183,73,18,8,1695,0,1,4,0,0.1,79.4,1.1,0,Clermont Foot,Ligue 1,6.33
Jeremie Bela ,Midfielder,173,71,7,12,737,1,1,0,0,0.6,72.2,0.1,0,Clermont Foot,Ligue 1,6.28
Souleymane Cisse ,Defender,190,82,0,2,35,0,0,0,0,0.5,72.7,0.5,0,Clermont Foot,Ligue 1,6.25
Arial Mendy ,Defender,180,75,1,4,218,0,0,0,0,0.4,73.1,1,0,Clermont Foot,Ligue 1,6.23
Yanis Massolin ,Midfielder,170,75,0,6,54,0,0,0,0,0.2,76.9,0.3,0,Clermont Foot,Ligue 1,6.13
Brandon Baiye ,Midfielder,177,75,0,7,47,0,0,0,0,0,84.4,0,0,Clermont Foot,Ligue 1,6.11
Baila Diallo ,Defender,176,75,0,6,83,0,0,0,0,0.2,77.8,0.7,0,Clermont Foot,Ligue 1,6.08
Jason Berthomier ,Attaking Midfielder,177,74,0,2,21,0,0,0,0,0,100,0,0,Clermont Foot,Ligue 1,6.04
Ouparine Djoco ,Goalkeeper,188,90,1,0,90,0,0,0,0,0,61.1,0,0,Clermont Foot,Ligue 1,5.82
Terem Moffi ,Attaking Midfielder,188,87,15,1,1334,6,3,2,0,2.8,80.8,1.2,3,Nice,Ligue 1,7.21
Gaetan Laborde ,Attaking Midfielder,181,78,28,5,2514,13,3,0,0,2.3,71,1.5,4,Nice,Ligue 1,7.12
Hicham Boudaoui ,Midfielder,175,61,22,5,1882,1,2,5,0,0.8,89.7,0.3,0,Nice,Ligue 1,6.97
Nicolas Pepe ,Attaking Midfielder,183,73,17,2,1529,6,0,2,0,2.6,83.1,0.4,1,Nice,Ligue 1,6.96
Dante ,Defender,188,87,37,0,3300,1,2,6,0,0.6,90.1,2,0,Nice,Ligue 1,6.94
Khephren Thuram ,Defender,192,81,30,5,2560,2,4,3,0,1.1,86.9,0.5,1,Nice,Ligue 1,6.91
Jordan Lotomba ,Defender,177,71,27,6,2456,0,2,4,0,0.4,85.2,0.8,2,Nice,Ligue 1,6.82
Kasper Schmeichel ,Goalkeeper,189,88,36,0,3240,0,0,0,0,0,74.9,0.1,2,Nice,Ligue 1,6.79
Jean-Clair Todibo ,Defender,192,88,33,1,2873,0,0,2,2,0.4,88.9,1.1,1,Nice,Ligue 1,6.79
Youcef Atal ,Defender,176,69,8,10,777,1,0,1,0,0.7,83.6,0.5,1,Nice,Ligue 1,6.76
Melvin Bard ,Defender,173,65,28,5,2460,0,0,6,0,0.2,82.3,1,0,Nice,Ligue 1,6.75
Sofiane Diop ,Attaking Midfielder,175,65,14,8,1231,1,4,1,0,1.3,82.5,0.5,1,Nice,Ligue 1,6.73
Badredine Bouanani ,Attaking Midfielder,170,75,9,10,861,0,4,0,0,1.3,83.3,0.1,0,Nice,Ligue 1,6.72
Mario Lemina ,Defender,184,85,11,3,844,0,0,1,1,0.4,90,0.4,0,Nice,Ligue 1,6.71
Aaron Ramsey ,Midfielder,178,76,18,9,1588,1,1,3,0,0.8,87.8,0.2,1,Nice,Ligue 1,6.69
Andy Delort ,Attaking Midfielder,182,82,9,5,781,6,1,0,0,1.9,64.8,2,0,Nice,Ligue 1,6.68
Youssouf Ndayishimiye ,Defender,183,75,6,4,566,1,0,2,0,0.8,90.5,0.5,0,Nice,Ligue 1,6.68
Ross Barkley ,Midfielder,189,76,9,18,923,4,2,1,0,1.4,83.6,0.1,0,Nice,Ligue 1,6.54
Antoine Mendy ,Defender,187,75,7,4,520,0,1,0,0,0.7,83.6,0.6,0,Nice,Ligue 1,6.52
Reda Belahyane ,Midfielder,169,53,1,3,179,0,0,0,0,0.3,90.3,0,0,Nice,Ligue 1,6.47
Mattia Viti ,Defender,190,75,7,2,634,1,0,0,0,0.2,84,1.4,0,Nice,Ligue 1,6.43
Calvin Stengs ,Midfielder,182,74,3,1,214,0,0,0,0,0.8,83,0.3,0,Nice,Ligue 1,6.42
Pablo Rosario ,Defender,188,73,17,14,1760,0,1,6,0,0.3,89.4,0.5,0,Nice,Ligue 1,6.4
Billal Brahimi ,Attaking Midfielder,183,75,5,21,786,3,2,0,0,0.8,83.2,0.1,1,Nice,Ligue 1,6.39
Amine Gouiri ,Attaking Midfielder,180,72,3,0,228,0,0,0,0,1.7,78.8,1,0,Nice,Ligue 1,6.35
Alexis Beka Beka ,Defender,178,75,7,7,546,0,0,2,0,0.6,81.2,0.2,0,Nice,Ligue 1,6.32
Ayoub Amraoui ,Defender,186,74,3,4,293,0,0,1,0,0.1,89.4,0,0,Nice,Ligue 1,6.29
Rares Ilie ,Midfielder,185,75,2,2,149,0,0,0,0,1,79.7,0.5,0,Nice,Ligue 1,6.26
Marcin Bulka ,Goalkeeper,199,75,2,0,180,0,0,0,0,0,76.8,0,0,Nice,Ligue 1,6.26
Alexis Claude-Maurice ,Attaking Midfielder,174,62,1,1,64,0,0,0,0,1,83.3,1,0,Nice,Ligue 1,6.25
Joe Bryan ,Defender,170,72,2,4,177,0,0,3,0,0.2,80.7,0,0,Nice,Ligue 1,6.17
Flavius Daniliuc ,Defender,185,75,1,1,91,0,0,0,0,0,92,0.5,0,Nice,Ligue 1,6.15
Andrea Dacourt ,Midfielder,170,75,0,1,1,0,0,0,0,0,0,0,0,Nice,Ligue 1,6
Theo Trinker ,Midfielder,163,47,0,1,1,0,0,0,0,0,0,0,0,Nice,Ligue 1,6
Armand Lauriente ,Attaking Midfielder,171,59,3,0,269,1,0,0,0,4.7,82,0.3,3,Lorient,Ligue 1,8.61
Dango Ouattara ,Attaking Midfielder,177,71,18,0,1552,6,5,1,1,2.9,63.9,2.2,4,Lorient,Ligue 1,7.44
Enzo Le Fee ,Midfielder,170,75,35,0,3039,5,5,5,0,1.3,84.7,0.3,5,Lorient,Ligue 1,7.26
Romain Faivre ,Attaking Midfielder,180,75,14,2,1253,5,3,0,0,1.6,86.8,0,2,Lorient,Ligue 1,7.22
Terem Moffi ,Attaking Midfielder,188,87,17,1,1398,12,0,1,0,1.9,75.9,0.7,1,Lorient,Ligue 1,7.01
Montassar Talbi ,Defender,190,81,38,0,3420,1,2,0,0,0.2,89.1,2.4,1,Lorient,Ligue 1,6.79
Laurent Abergel ,Defender,170,65,28,1,2351,0,1,5,1,0.4,88.7,0.3,0,Lorient,Ligue 1,6.72
Vito Mannone ,Goalkeeper,189,77,17,1,1607,0,0,1,0,0,71.4,0.2,1,Lorient,Ligue 1,6.71
Gedeon Kalulu ,Defender,178,78,28,1,2442,0,4,6,0,0.3,82,1,1,Lorient,Ligue 1,6.69
Bamo Meite ,Defender,183,75,17,1,1504,1,0,5,0,0.2,89.5,1.7,1,Lorient,Ligue 1,6.67
Julien Laporte ,Defender,185,82,19,1,1656,0,0,1,0,0.3,85.4,1.6,0,Lorient,Ligue 1,6.64
Vincent Le Goff ,Defender,177,69,37,0,3330,0,0,1,0,0.5,83.9,0.8,0,Lorient,Ligue 1,6.63
Quentin Boisgard ,Attaking Midfielder,174,75,1,4,182,1,0,1,0,1.2,87.8,0.4,0,Lorient,Ligue 1,6.61
Yvon Mvogo ,Goalkeeper,188,88,21,0,1813,0,0,0,0,0,71.5,0.2,0,Lorient,Ligue 1,6.59
Igor Silva ,Defender,173,66,5,2,457,0,0,2,1,0.6,85.3,0.6,1,Lorient,Ligue 1,6.53
Bamba Dieng ,Attaking Midfielder,178,72,9,6,749,3,0,1,0,1.5,77.6,0.6,0,Lorient,Ligue 1,6.48
Theo Le Bris ,Midfielder,170,75,15,12,1451,2,2,0,0,0.4,81.8,0.4,0,Lorient,Ligue 1,6.48
Ibrahima Kone ,Forward,190,75,15,22,1569,7,1,3,0,0.8,66.9,1.5,0,Lorient,Ligue 1,6.46
Stephane Diarra ,Attaking Midfielder,173,58,14,14,1070,2,0,1,0,0.7,75.2,0.2,1,Lorient,Ligue 1,6.46
Jean-Victor Makengo ,Midfielder,177,75,12,3,1067,0,0,0,1,0.3,88.6,0.3,0,Lorient,Ligue 1,6.44
Darline Yongwa ,Midfielder,177,65,8,6,778,1,1,2,0,0.6,82.1,0.2,1,Lorient,Ligue 1,6.43
Julien Ponceau ,Attaking Midfielder,170,62,20,11,1663,1,4,1,0,0.5,83.7,0.3,0,Lorient,Ligue 1,6.39
Yoann Cathline ,Attaking Midfielder,176,75,11,12,1085,1,1,0,0,1.1,72.9,0.1,0,Lorient,Ligue 1,6.38
Bonke Innocent ,Defender,180,74,14,11,1183,0,1,5,0,0.2,89.2,0.4,0,Lorient,Ligue 1,6.34
Sirine Doucoure ,Forward,193,75,0,12,126,0,1,0,0,0.6,64.4,0.4,0,Lorient,Ligue 1,6.25
Ayman Kari ,Midfielder,176,75,0,5,91,0,0,0,0,0.8,91.8,0.2,0,Lorient,Ligue 1,6.22
Adil Aouchiche ,Attaking Midfielder,181,72,1,10,242,0,0,0,0,0.7,83.6,0,0,Lorient,Ligue 1,6.14
Chrislain Matsima ,Defender,193,75,2,4,223,0,0,0,0,0.2,85,0.5,0,Lorient,Ligue 1,6.13
Eli Junior Kroupi ,Midfielder,170,75,0,1,7,0,0,0,0,0,100,0,0,Lorient,Ligue 1,6.11
Adrian Grbic ,Forward,188,82,0,2,23,0,0,0,0,1.5,50,0,0,Lorient,Ligue 1,5.98
Yunis Abdelhamid ,Defender,190,83,37,0,3330,1,2,6,0,0.9,83.1,2.5,1,Reims,Ligue 1,6.94
Yehvann Diouf ,Goalkeeper,184,74,31,0,2790,0,0,2,0,0,76.4,0.5,2,Reims,Ligue 1,6.94
Folarin Balogun ,Forward,178,66,34,3,3013,21,2,5,0,3.5,72.5,0.4,4,Reims,Ligue 1,6.9
Azor Matusiwa ,Defender,173,72,29,1,2492,0,0,4,0,0.4,85.7,1.1,0,Reims,Ligue 1,6.89
Junya Ito ,Attaking Midfielder,176,66,34,1,2930,6,5,3,1,1.2,71.3,0.8,3,Reims,Ligue 1,6.89
Marshall Munetsi ,Defender,188,83,31,3,2708,7,3,6,0,2,75.3,1.7,0,Reims,Ligue 1,6.88
Alexis Flips ,Midfielder,173,75,28,5,1998,4,6,3,1,1.6,72.6,0.4,2,Reims,Ligue 1,6.82
Emmanuel Agbadou ,Defender,192,80,27,2,2390,0,3,5,3,0.8,86,2.1,1,Reims,Ligue 1,6.79
Cheick Keita ,Defender,170,75,8,1,688,0,0,1,0,0.3,87.4,1,0,Reims,Ligue 1,6.65
Jens Cajuste ,Defender,188,77,14,17,1529,3,1,7,1,0.9,82.8,0.4,0,Reims,Ligue 1,6.61
Thomas Foket ,Defender,177,72,23,1,1983,0,1,0,0,0.1,82.9,0.5,0,Reims,Ligue 1,6.61
Thibault De Smet ,Defender,183,65,20,2,1762,0,1,2,0,0,79,1.4,0,Reims,Ligue 1,6.6
Bradley Locko ,Defender,180,75,13,2,1060,0,0,3,1,0.3,81,0.8,0,Reims,Ligue 1,6.58
Andreaw Gravillon ,Defender,188,75,12,1,1040,0,0,3,0,0.6,76,1.1,0,Reims,Ligue 1,6.56
Kamory Doumbia ,Attaking Midfielder,170,75,13,13,1158,2,2,0,0,1,81.9,0.3,0,Reims,Ligue 1,6.5
Myziane Maolida ,Attaking Midfielder,183,80,2,7,227,1,0,0,0,0.7,74.5,0.1,0,Reims,Ligue 1,6.44
Dion Lopy ,Defender,186,75,16,13,1377,0,1,4,2,0.6,85.5,0.6,0,Reims,Ligue 1,6.43
Ibrahim Diakite ,Defender,178,75,1,2,132,0,0,1,0,0.3,71.4,0.3,0,Reims,Ligue 1,6.41
Arber Zeneli ,Attaking Midfielder,176,72,12,11,1003,0,2,0,0,1.3,76.3,0.2,1,Reims,Ligue 1,6.39
Wout Faes ,Defender,187,84,3,0,270,0,0,2,0,0,83.3,1.3,0,Reims,Ligue 1,6.37
Mitchell van Bergen ,Attaking Midfielder,170,62,6,22,889,0,1,1,0,0.9,78.7,0.2,0,Reims,Ligue 1,6.35
Maxime Busi ,Defender,182,78,11,10,1041,0,1,4,0,0.1,75.3,0.7,1,Reims,Ligue 1,6.34
Fallou Fall ,Defender,170,75,0,1,31,0,0,1,0,0,92.3,0,0,Reims,Ligue 1,6.27
Martin Adeline ,Midfielder,180,63,0,5,102,0,0,2,0,0.2,70,1.2,0,Reims,Ligue 1,6.16
Samuel Koeberle ,Midfielder,170,75,0,1,2,0,0,0,0,0,100,0,0,Reims,Ligue 1,6.13
Noah Holm ,Forward,186,87,2,6,189,0,0,1,0,0.3,62.8,0.5,0,Reims,Ligue 1,6.12
Mamadou Diakhon ,Midfielder,170,75,0,2,20,0,0,0,0,0.5,100,0,0,Reims,Ligue 1,6.12
Valentin Atangana Edoa ,Midfielder,170,75,2,5,170,0,0,0,0,0.1,85.1,0.4,0,Reims,Ligue 1,6.11
Mohamed Toure ,Forward,170,75,0,3,19,0,0,0,0,0,50,0.3,0,Reims,Ligue 1,6.1
Kaj Sierhuis ,Forward,180,83,1,13,208,0,0,0,0,0.4,56.4,0.1,0,Reims,Ligue 1,6.09
Patrick Pentz ,Goalkeeper,182,81,7,0,630,0,0,1,0,0,63.4,0,0,Reims,Ligue 1,6.09
Nathanael Mbuku ,Attaking Midfielder,170,65,0,6,60,0,0,0,0,0.3,88,0,0,Reims,Ligue 1,6.08
Rafik Guitane ,Attaking Midfielder,170,60,0,1,2,0,0,0,0,0,0,0,0,Reims,Ligue 1,6.04
El Bilal Toure ,Forward,185,77,1,2,91,0,0,0,0,0.3,80,1,0,Reims,Ligue 1,6.04
Teji Savanier ,Midfielder,172,69,30,0,2557,12,4,4,3,2.1,77.9,0.4,7,Montpellier,Ligue 1,7.28
Benjamin Lecomte ,Goalkeeper,186,78,19,0,1710,0,0,0,0,0,60,0.3,1,Montpellier,Ligue 1,7.15
Issiaga Sylla ,Defender,180,75,15,0,1306,1,3,0,0,0.7,82.1,1.8,1,Montpellier,Ligue 1,7.15
Kiki Kouyate ,Defender,193,78,15,0,1259,0,0,5,0,0.7,81.7,2.9,2,Montpellier,Ligue 1,7.1
Elye Wahi ,Attaking Midfielder,184,74,29,4,2530,19,5,8,1,1.9,70.7,0.6,2,Montpellier,Ligue 1,6.87
Arnaud Nordin ,Attaking Midfielder,170,70,30,6,2419,9,3,4,0,1.6,78,0.6,1,Montpellier,Ligue 1,6.76
Faitout Maouassa ,Defender,170,76,23,10,1935,5,5,0,0,1,69.7,0.4,0,Montpellier,Ligue 1,6.75
Christopher Jullien ,Defender,196,88,30,0,2696,0,2,5,0,0.6,83.1,2.9,0,Montpellier,Ligue 1,6.74
Theo Sainte-Luce ,Defender,176,69,7,2,535,1,1,0,0,0.3,84.4,0.7,0,Montpellier,Ligue 1,6.72
Jonas Omlin ,Goalkeeper,190,80,14,0,1168,0,0,1,1,0,65.1,0.2,0,Montpellier,Ligue 1,6.68
Joris Chotard ,Defender,179,70,26,9,2461,0,6,4,0,0.3,81.3,0.4,1,Montpellier,Ligue 1,6.67
Wahbi Khazri ,Midfielder,176,80,20,7,1644,4,1,5,1,1.4,74.8,0.7,0,Montpellier,Ligue 1,6.61
