Player_Name,Position,Height(CM),Weight(KG),Appearance,Substitute(Appearance),Playtime(Minutes),Goals,Assists,Yellow_Cards,Red_Cards,Set_Piece_Goal,Passing_Percentage,AerialsWon,Man_Of_The_Matches,Team,Tournament,Rating
Plamen Galabov ,Defender,181,73,1,0,90,0,0,0,0,1,81.5,4,0,Bulgaria,European Championship,6.52
Filip Krastev ,Midfielder,178,75,1,2,145,0,0,0,0,0.7,77.4,0.3,0,Bulgaria,European Championship,6.49
Ilia Gruev ,Defender,185,72,4,0,355,0,0,0,0,0.5,90.6,1,0,Bulgaria,European Championship,6.49
Martin Minchev ,Forward,170,75,1,0,63,0,0,0,0,4,100,2,0,Bulgaria,European Championship,6.41
Ivan Yordanov ,Midfielder,170,58,1,1,130,0,0,0,0,0.5,84.4,0.5,0,Bulgaria,European Championship,6.4
Patrik-Gabriel Galchev ,Midfielder,170,75,1,1,85,0,0,0,0,1,67.9,1,0,Bulgaria,European Championship,6.37
Stanislav Shopov ,Midfielder,179,69,1,1,51,0,1,0,0,0,77.1,0,0,Bulgaria,European Championship,6.32
Nikola Iliev ,Midfielder,183,75,2,2,232,0,0,0,0,0.8,94,0.8,0,Bulgaria,European Championship,6.3
Iliyan Stefanov ,Midfielder,174,75,0,2,51,0,0,0,0,1.5,50,0.5,0,Bulgaria,European Championship,6.18
Ilian Iliev ,Midfielder,173,68,1,0,59,0,0,0,0,0,72.2,1,0,Bulgaria,European Championship,6.16
Yanis Karabelyov ,Defender,170,75,1,1,77,0,0,0,0,0.5,84.2,1,0,Bulgaria,European Championship,6.09
Spas Delev ,Forward,169,68,3,1,189,0,0,0,0,0.5,74.2,0.5,0,Bulgaria,European Championship,6.07
Simeon Petrov ,Defender,170,75,0,1,4,0,0,0,0,0,75,1,0,Bulgaria,European Championship,6.04
Radoslav Kirilov ,Forward,170,60,0,2,47,0,0,0,0,0.5,87.5,0,0,Bulgaria,European Championship,6.01
Ivan Dyulgerov ,Midfielder,170,75,2,0,180,0,0,1,0,0,60.8,0,0,Bulgaria,European Championship,5.93
Yoan Stoyanov ,Midfielder,170,75,2,1,189,0,0,0,0,0,65.9,0,0,Bulgaria,European Championship,5.67
Ivaylo Markov ,Midfielder,170,75,1,0,46,0,0,0,0,0,69.2,0,0,Bulgaria,European Championship,5.51
Edvinas Gertmonas ,Goalkeeper,192,92,2,0,180,0,0,0,0,0,50,2,1,Lithuania,European Championship,8.16
Edvinas Girdvainis ,Defender,188,80,2,0,180,1,0,0,0,1,77.4,4.5,0,Lithuania,European Championship,7.72
Arvydas Novikovas ,Attaking Midfielder,179,76,0,1,28,0,0,0,0,1,83.3,0,0,Lithuania,European Championship,6.62
Klaudijus Upstas ,Midfielder,170,75,0,1,45,0,0,0,0,0,33.3,4,0,Lithuania,European Championship,6.52
Modestas Vorobjovas ,Midfielder,177,66,1,1,135,0,0,0,0,1,77.8,1.5,0,Lithuania,European Championship,6.51
Pijus Sirvys ,Midfielder,170,75,0,2,114,0,0,0,0,0,53.3,1.5,0,Lithuania,European Championship,6.48
Gytis Paulauskas ,Forward,170,75,2,1,222,0,0,1,0,0.7,65.4,4,0,Lithuania,European Championship,6.48
Karolis Uzela ,Midfielder,170,75,1,0,46,0,0,1,0,0,69.2,1,0,Lithuania,European Championship,6.44
Eligijus Jankauskas ,Forward,170,75,3,0,227,0,0,1,0,2,67.6,0.7,0,Lithuania,European Championship,6.43
Rokas Lekiatas ,Defender,170,75,2,0,180,0,0,0,0,0.5,79.3,0,0,Lithuania,European Championship,6.4
Dziugas Bartkus ,Goalkeeper,192,88,1,0,90,0,0,0,0,0,85,1,0,Lithuania,European Championship,6.36
Fedor Cernych ,Attaking Midfielder,182,75,2,0,128,0,0,0,0,0.5,75,0.5,0,Lithuania,European Championship,6.35
Markas Beneta ,Defender,181,73,2,1,190,0,0,0,0,0,76.4,0,0,Lithuania,European Championship,6.35
Gvidas Gineitis ,Midfielder,187,75,3,0,260,0,1,1,0,0.7,71.1,0.3,0,Lithuania,European Championship,6.34
Linas Klimavicius ,Defender,191,83,1,0,90,0,0,0,0,0,78.9,3,0,Lithuania,European Championship,6.33
Kipras Kazukolovas ,Defender,170,75,2,0,180,0,0,0,0,0,81.3,2.5,0,Lithuania,European Championship,6.3
Justas Lasickas ,Defender,176,62,2,0,107,0,0,0,1,0,69.6,0,0,Lithuania,European Championship,6.24
Armandas Kucys ,Midfielder,170,75,0,1,12,0,0,0,0,1,80,1,0,Lithuania,European Championship,6.19
Artemijus Tutyskinas ,Defender,190,75,1,1,75,0,0,1,0,0,59.1,0.5,0,Lithuania,European Championship,6.17
Ovidijus Verbickas ,Defender,185,72,1,0,46,0,0,0,0,0,58.8,1,0,Lithuania,European Championship,6.15
Deividas Sesplaukis ,Midfielder,170,75,2,0,99,0,0,0,0,0.5,61.1,0,0,Lithuania,European Championship,6.11
Vykintas Slivka ,Midfielder,190,84,0,1,28,0,0,1,0,0,71.4,0,0,Lithuania,European Championship,6.08
Daniel Romanovskij ,Midfielder,176,66,0,2,14,0,0,0,0,0,80,0,0,Lithuania,European Championship,6.05
Rolandas Baravykas ,Defender,180,80,0,1,5,0,0,0,0,0,100,0,0,Lithuania,European Championship,6.05
Karolis Laukzemis ,Forward,190,82,0,1,10,0,0,0,0,0,0,0,0,Lithuania,European Championship,6
Domantas Simkus ,Defender,170,75,1,0,90,0,0,0,0,0,90.6,0,0,Lithuania,European Championship,5.98
Gratas Sirgedas ,Attaking Midfielder,176,66,1,1,57,0,0,0,0,0,80,0,0,Lithuania,European Championship,5.93
Paulius Golubickas ,Midfielder,170,75,1,0,62,0,0,0,0,0,70,0,0,Lithuania,European Championship,5.81
Benjamin Kallman ,Forward,181,75,2,0,177,2,1,0,0,2,78.8,3,0,Finland,European Championship,8.28
Daniel Hakans ,Midfielder,170,75,0,2,54,3,0,0,0,3,76.9,0,1,Finland,European Championship,7.98
Robert Ivanov ,Defender,197,85,4,0,360,0,1,0,0,0.3,85,3.3,2,Finland,European Championship,7.48
Arttu Hoskonen ,Defender,188,90,1,0,90,0,0,0,0,1,75,0,0,Finland,European Championship,7.45
Rasmus Schuller ,Midfielder,178,73,3,0,229,0,1,0,0,0.7,83.6,0.7,0,Finland,European Championship,7.42
Oliver Antman ,Attaking Midfielder,185,75,3,0,212,2,0,1,0,2,82.8,0,0,Finland,European Championship,7.31
Lukas Hradecky ,Goalkeeper,192,83,4,0,360,0,0,0,0,0,63.3,1,0,Finland,European Championship,7.24
Teemu Pukki ,Attaking Midfielder,180,75,3,1,256,1,4,0,0,1.5,67.3,0,0,Finland,European Championship,7.23
Noah Pallas ,Defender,170,75,0,1,45,0,0,0,0,0,88.9,0,0,Finland,European Championship,7.02
Diogo Tomas ,Defender,193,75,1,0,90,0,0,0,0,0,95.3,0,0,Finland,European Championship,6.93
Ilmari Niskanen ,Midfielder,177,78,1,0,90,0,0,1,0,1,83.9,1,0,Finland,European Championship,6.87
Robert Taylor ,Midfielder,182,78,0,2,34,0,0,0,0,0.5,97.1,0,0,Finland,European Championship,6.87
Robin Lod ,Midfielder,181,78,2,0,163,0,0,0,0,0.5,74.5,1.5,0,Finland,European Championship,6.86
Richard Jensen ,Defender,185,78,3,0,191,0,0,1,0,0.3,78.3,2,0,Finland,European Championship,6.85
Joel Pohjanpalo ,Forward,186,83,3,1,243,1,0,0,0,2,57.6,2,0,Finland,European Championship,6.85
Glen Kamara ,Midfielder,181,78,3,1,281,1,0,0,0,0.3,88.1,1,0,Finland,European Championship,6.83
Kaan Kairinen ,Midfielder,186,80,2,0,180,0,0,0,0,0.5,82.5,0.5,0,Finland,European Championship,6.75
Leo Vaisanen ,Defender,186,76,2,0,180,0,0,0,0,0,86.3,2.5,0,Finland,European Championship,6.75
Nikolai Alho ,Defender,172,74,4,0,328,0,0,0,0,0.8,83.1,0.8,0,Finland,European Championship,6.74
Anssi Suhonen ,Midfielder,170,70,2,2,189,0,0,0,0,1.8,83.3,0,0,Finland,European Championship,6.7
Pyry Soiri ,Midfielder,183,63,0,2,29,0,0,1,0,0,100,0,0,Finland,European Championship,6.45
Jere Uronen ,Defender,177,69,1,1,66,0,0,0,0,0,81.5,1,0,Finland,European Championship,6.36
Matti Peltola ,Defender,170,75,0,2,63,0,0,0,0,0,72.7,0.5,0,Finland,European Championship,6.26
Marcus Forss ,Attaking Midfielder,182,76,0,2,37,0,0,0,0,0.5,55.6,0,0,Finland,European Championship,6.03
Tuomas Ollila ,Defender,170,75,0,1,16,0,0,1,0,0,72.7,0,0,Finland,European Championship,5.66
Nuraly Alip ,Defender,190,70,3,0,270,0,0,1,0,0,82.3,3,0,Kazakhstan,European Championship,7.25
Aleksandr Marochkin ,Defender,190,87,4,0,360,0,0,0,0,0.5,82.6,4.8,1,Kazakhstan,European Championship,7.17
Igor Shatskiy ,Goalkeeper,170,75,4,0,360,0,0,1,0,0,59.3,1,0,Kazakhstan,European Championship,7.13
Yan Vorogovskiy ,Defender,182,75,4,0,348,1,2,0,0,0.8,72.5,1,0,Kazakhstan,European Championship,7.09
Marat Bystrov ,Defender,181,70,3,0,259,0,0,1,0,0,82.1,1.7,0,Kazakhstan,European Championship,7.07
Askhat Tagybergen ,Midfielder,177,68,4,0,332,2,0,1,0,2.5,79.4,0.3,1,Kazakhstan,European Championship,6.93
Arman Kenesov ,Midfielder,170,75,0,1,19,0,1,0,0,2,66.7,0,0,Kazakhstan,European Championship,6.84
Islambek Kuat ,Defender,179,70,1,1,106,0,0,1,0,0,78.2,1,0,Kazakhstan,European Championship,6.82
Ramazan Orazov ,Midfielder,170,75,4,0,351,0,0,1,0,0.8,72,0.5,0,Kazakhstan,European Championship,6.79
Maksim Samorodov ,Midfielder,170,75,4,0,292,1,0,0,0,1.5,66.7,0,0,Kazakhstan,European Championship,6.66
Abzal Beisebekov ,Defender,187,81,3,1,241,0,0,0,0,0.8,85.7,1.8,0,Kazakhstan,European Championship,6.62
Erkin Tapalov ,Defender,170,75,0,1,9,0,1,0,0,0,50,0,0,Kazakhstan,European Championship,6.61
Bakhtiyor Zaynutdinov ,Defender,180,67,2,2,214,2,0,1,0,1.3,72.6,1.5,0,Kazakhstan,European Championship,6.57
Timur Dosmagambetov ,Defender,171,63,0,1,12,0,0,0,0,1,100,1,0,Kazakhstan,European Championship,6.49
Bauyrzhan Islamkhan ,Midfielder,174,63,0,2,38,0,1,0,0,0,85,0.5,0,Kazakhstan,European Championship,6.48
Lev Skvortsov ,Midfielder,177,67,0,3,90,0,0,0,0,0.3,68.6,0.7,0,Kazakhstan,European Championship,6.47
Elkhan Astanov ,Midfielder,170,75,0,2,28,0,0,0,0,0,57.1,0.5,0,Kazakhstan,European Championship,6.43
Mikhail Gabyshev ,Defender,172,68,4,0,248,0,0,0,0,0.5,81,1.5,0,Kazakhstan,European Championship,6.4
Sergiy Maliy ,Defender,191,76,2,0,136,0,0,0,0,0.5,62.5,4,0,Kazakhstan,European Championship,6.39
Abat Aymbetov ,Forward,170,75,1,2,85,2,0,0,1,1,60,0.3,0,Kazakhstan,European Championship,6.33
Temirlan Erlanov ,Defender,189,81,0,2,56,0,0,0,0,0,70.4,0,0,Kazakhstan,European Championship,6.27
Aslan Darabayev ,Midfielder,180,78,1,1,86,0,0,0,0,0,70,0.5,0,Kazakhstan,European Championship,6.14
Bagdat Kairov ,Defender,170,75,0,1,22,0,0,0,0,0,80,0,0,Kazakhstan,European Championship,6.03
Simon Kjaer ,Defender,190,86,1,0,65,0,0,0,0,0,84.7,3,0,Denmark,European Championship,7.22
Andreas Christensen ,Defender,187,82,3,0,270,1,0,1,0,0.7,94.4,2,0,Denmark,European Championship,7.12
Pierre-Emile Hojbjerg ,Midfielder,187,84,3,0,270,0,0,0,0,0.7,89.6,0.3,0,Denmark,European Championship,6.76
Joachim Andersen ,Defender,192,90,3,0,270,0,1,0,0,1.3,79.8,3.3,0,Denmark,European Championship,6.71
Kasper Schmeichel ,Goalkeeper,189,88,3,0,270,0,0,0,0,0,79.7,0.7,0,Denmark,European Championship,6.69
Christian Eriksen ,Midfielder,182,76,3,0,270,0,0,0,0,1.3,89.8,0,0,Denmark,European Championship,6.65
Thomas Delaney ,Defender,182,79,1,0,46,0,0,0,0,0,82.1,2,0,Denmark,European Championship,6.59
Victor Nelsson ,Defender,185,78,1,0,90,0,0,0,0,0,93.2,4,0,Denmark,European Championship,6.57
Rasmus Kristensen ,Defender,187,70,3,0,226,0,0,1,0,0,79.3,1,0,Denmark,European Championship,6.56
Andreas Cornelius ,Forward,193,91,1,2,91,0,0,1,0,1.7,63.6,3.7,0,Denmark,European Championship,6.52
Joakim Maehle ,Defender,185,79,3,0,250,0,0,0,0,0.7,80.3,0.3,0,Denmark,European Championship,6.46
Alexander Bah ,Defender,183,76,0,2,46,0,0,0,0,1,73.8,2,0,Denmark,European Championship,6.45
Mathias Jensen ,Midfielder,180,68,1,1,84,0,0,1,0,1,82.3,0.5,0,Denmark,European Championship,6.44
Martin Braithwaite ,Attaking Midfielder,180,77,1,1,104,0,0,0,0,0.5,70,0.5,0,Denmark,European Championship,6.28
Mikkel Damsgaard ,Attaking Midfielder,180,66,1,2,149,0,0,0,0,0,76.8,0,0,Denmark,European Championship,6.25
Jesper Lindstrom ,Attaking Midfielder,182,66,2,1,200,0,0,0,0,1,73.9,0.3,0,Denmark,European Championship,6.22
Kasper Dolberg ,Forward,186,82,1,2,113,0,0,0,0,1,82.4,0,0,Denmark,European Championship,6.08
Andreas Skov Olsen ,Midfielder,187,75,2,0,134,0,0,0,0,2,70.9,0.5,0,Denmark,European Championship,5.99
Robert Skov ,Defender,185,81,0,1,21,0,0,1,0,0,100,0,0,Denmark,European Championship,5.95
Christian Norgaard ,Defender,187,77,0,1,5,0,0,0,0,0,93.3,0,0,Denmark,European Championship,5.94
David Brekalo ,Defender,170,75,3,1,355,1,0,1,0,0.8,91,3.3,0,Slovenia,European Championship,7.26
Adam Cerin ,Defender,180,77,4,0,360,0,2,0,0,0.5,87,0.8,1,Slovenia,European Championship,7.24
Jaka Bijol ,Defender,190,85,4,0,306,0,0,0,0,0.8,93.5,5.8,0,Slovenia,European Championship,7.15
Petar Stojanovic ,Defender,178,72,4,0,348,0,1,1,0,0.5,83.7,0.3,1,Slovenia,European Championship,7.06
Vanja Drkusic ,Defender,170,75,0,1,54,0,0,0,0,1,95.8,3,0,Slovenia,European Championship,6.99
Benjamin Sesko ,Forward,194,85,4,0,356,1,0,0,0,2.5,56.9,1.8,0,Slovenia,European Championship,6.75
Jon Gorenc Stankovic ,Defender,190,78,1,1,98,0,0,0,0,1,86.5,1,0,Slovenia,European Championship,6.72
Sandi Lovric ,Attaking Midfielder,180,70,2,1,175,0,0,0,0,2.3,86,0,0,Slovenia,European Championship,6.65
Andraz Sporar ,Forward,186,82,2,0,146,1,0,1,0,1,71.4,4,0,Slovenia,European Championship,6.65
Andres Vombergar ,Attaking Midfielder,187,85,1,0,58,0,0,0,0,3,88.9,2,0,Slovenia,European Championship,6.56
Zan Karnicnik ,Defender,170,75,4,0,328,0,0,0,0,1.3,84.9,1,0,Slovenia,European Championship,6.55
Benjamin Verbic ,Attaking Midfielder,179,70,2,2,165,0,0,0,0,0.5,76.2,0.5,0,Slovenia,European Championship,6.5
Miha Zajc ,Midfielder,180,76,2,1,205,0,0,0,0,3,87.7,0,0,Slovenia,European Championship,6.5
Jure Balkovec ,Defender,185,74,2,1,168,0,0,0,0,0.3,84.5,0.7,0,Slovenia,European Championship,6.44
Zan Vipotnik ,Forward,170,75,0,4,86,1,0,0,0,0.8,80,1,0,Slovenia,European Championship,6.37
Jan Mlakar ,Forward,183,78,1,1,115,0,0,0,0,1,85.2,0,0,Slovenia,European Championship,6.35
Jan Oblak ,Goalkeeper,188,87,2,0,180,0,0,0,0,0,73.9,0,0,Slovenia,European Championship,6.34
Timi Max Elsnik ,Midfielder,170,75,1,1,102,0,0,0,0,0.5,75.9,0.5,0,Slovenia,European Championship,6.28
Erik Janza ,Defender,175,76,1,0,90,0,0,0,0,0,72.7,0,0,Slovenia,European Championship,6.26
Miha Blazic ,Defender,185,78,1,0,5,0,0,0,0,0,33.3,0,0,Slovenia,European Championship,6.24
Tomi Horvat ,Attaking Midfielder,175,69,0,1,8,0,0,0,0,0,80,0,0,Slovenia,European Championship,6.19
Zan Celar ,Forward,186,82,1,1,74,0,0,0,0,1,76.9,0,0,Slovenia,European Championship,6.16
Matevz Vidovsek ,Goalkeeper,170,75,1,0,90,0,0,0,0,0,42.9,0,0,Slovenia,European Championship,6.04
Vid Belec ,Goalkeeper,192,84,1,0,90,0,0,0,0,0,52.6,0,0,Slovenia,European Championship,5.63
Conor Bradley ,Defender,180,64,3,0,257,0,0,0,0,1.3,72.4,0.7,1,Northern Ireland,European Championship,7.33
Jamal Lewis ,Defender,178,70,2,0,164,0,1,0,0,0.5,84.9,0.5,0,Northern Ireland,European Championship,7.15
Shea Charles ,Midfielder,170,75,4,0,328,0,0,0,0,0,80.3,1.3,0,Northern Ireland,European Championship,7.11
Conor Washington ,Attaking Midfielder,178,74,2,0,136,0,1,0,0,1.5,60.9,1,0,Northern Ireland,European Championship,6.76
Dan Ballard ,Defender,187,75,2,0,117,0,0,0,0,0,87.6,3,0,Northern Ireland,European Championship,6.71
Trai Hume ,Defender,170,75,2,0,180,0,0,1,0,1,73.8,1.5,0,Northern Ireland,European Championship,6.68
Paddy McNair ,Defender,183,72,4,0,360,0,0,1,0,0.8,75,1.8,0,Northern Ireland,European Championship,6.62
Dion Charles ,Forward,178,67,3,1,273,2,0,1,0,2.3,63.3,0.5,0,Northern Ireland,European Championship,6.56
Bailey Peacock-Farrell ,Goalkeeper,193,73,4,0,360,0,0,0,0,0,73.4,0.3,0,Northern Ireland,European Championship,6.55
Craig Cathcart ,Defender,188,73,3,0,270,0,0,0,0,0.7,90.3,3,0,Northern Ireland,European Championship,6.54
George Saville ,Defender,176,73,3,1,264,0,0,1,0,1.8,80,2.5,0,Northern Ireland,European Championship,6.46
Ali McCann ,Midfielder,176,64,2,0,156,0,0,1,0,0.5,76.1,0,0,Northern Ireland,European Championship,6.44
Ciaron Brown ,Defender,185,75,3,1,268,0,0,1,0,0,78.6,2.8,0,Northern Ireland,European Championship,6.37
Isaac Price ,Midfielder,170,75,2,2,186,0,0,0,0,0.8,62.3,0.8,0,Northern Ireland,European Championship,6.33
Jonny Evans ,Defender,188,77,2,0,154,0,0,1,0,0,91.5,0.5,0,Northern Ireland,European Championship,6.28
Conor McMenamin ,Midfielder,182,76,0,2,39,0,0,0,0,0.5,57.1,0,0,Northern Ireland,European Championship,6.27
Jordan Thompson ,Defender,175,65,2,2,201,0,0,0,0,0.3,76.7,0.3,0,Northern Ireland,European Championship,6.25
Dale Taylor ,Forward,170,75,0,2,32,0,0,0,0,0,81.3,1,0,Northern Ireland,European Championship,6.24
Cameron McGeehan ,Midfielder,180,71,0,1,23,0,0,0,0,0,70,0,0,Northern Ireland,European Championship,6.2
Callum Marshall ,Forward,170,75,0,1,5,0,0,0,0,0,80,1,0,Northern Ireland,European Championship,6.13
Josh Magennis ,Forward,188,92,0,2,63,0,0,0,0,0.5,61.5,1.5,0,Northern Ireland,European Championship,6.08
Shane Ferguson ,Defender,178,73,0,1,16,0,0,0,0,0,90.9,0,0,Northern Ireland,European Championship,6.05
Gavin Whyte ,Attaking Midfielder,170,71,0,1,21,0,0,0,0,0,66.7,0,0,Northern Ireland,European Championship,6.02
Shayne Lavery ,Attaking Midfielder,173,73,1,1,87,0,0,0,0,1,50,1,0,Northern Ireland,European Championship,5.91
Marcello Mularoni ,Midfielder,170,75,0,1,24,0,0,0,0,0,100,0,0,San Marino,European Championship,6.96
Dante Rossi ,Defender,170,75,4,0,272,0,0,0,0,0,76.7,1,0,San Marino,European Championship,6.52
Michele Cevoli ,Midfielder,170,75,1,2,143,0,0,0,0,0,66.7,1.3,0,San Marino,European Championship,6.52
Nicola Nanni ,Forward,170,75,4,0,341,0,0,0,0,1,62.2,4.3,0,San Marino,European Championship,6.32
Elia Benedettini ,Goalkeeper,189,80,4,0,360,0,0,0,0,0,49.5,0.5,0,San Marino,European Championship,6.3
Lorenzo Lazzari ,Midfielder,170,75,2,1,212,0,0,1,0,1,71.2,1,0,San Marino,European Championship,6.25
Michael Battistini ,Midfielder,170,75,2,2,197,0,0,0,0,0.8,68.3,0.3,0,San Marino,European Championship,6.11
Lorenzo Lunadei ,Midfielder,170,75,2,0,139,0,0,0,0,0,52.8,1,0,San Marino,European Championship,6.09
Mirko Palazzi ,Defender,183,73,1,0,46,0,0,0,0,0,75,0,0,San Marino,European Championship,6.03
Filippo Berardi ,Forward,176,65,4,0,249,0,0,0,0,0.8,66.7,0.8,0,San Marino,European Championship,6.01
Simone Franciosi ,Defender,170,75,0,2,18,0,0,1,0,0,50,0,0,San Marino,European Championship,6.01
Lorenzo Capicchioni ,Midfielder,170,75,2,0,153,0,0,1,0,0.5,72.9,0,0,San Marino,European Championship,6
Adolfo Hirsch ,Attaking Midfielder,170,75,0,1,25,0,0,0,0,0,0,0,0,San Marino,European Championship,5.99
Danilo Rinaldi ,Midfielder,170,75,0,2,35,0,0,0,0,0,72.7,0.5,0,San Marino,European Championship,5.99
Enrico Golinucci ,Midfielder,170,75,0,1,11,0,0,0,0,0,0,0,0,San Marino,European Championship,5.97
Roberto Di Maio ,Defender,188,80,3,1,314,0,0,0,0,0,73.3,2,0,San Marino,European Championship,5.91
Luca Ceccaroli ,Midfielder,170,75,0,1,25,0,0,0,0,0,40,0,0,San Marino,European Championship,5.9
Matteo Vitaioli ,Forward,177,75,0,4,55,0,0,0,0,0,76.5,0.3,0,San Marino,European Championship,5.9
Filippo Fabbri ,Defender,170,75,4,0,335,0,0,1,0,0.3,62.5,0.8,0,San Marino,European Championship,5.87
Alessandro Tosi ,Defender,170,75,3,1,278,0,0,1,0,0,60.3,0,0,San Marino,European Championship,5.79
Alessandro Golinucci ,Midfielder,170,75,4,0,360,0,0,0,0,0,59.6,0.5,0,San Marino,European Championship,5.72
Alessandro D'Addario ,Defender,170,75,2,0,180,0,0,1,0,0,56.3,0.5,0,San Marino,European Championship,5.68
Manuel Battistini ,Defender,170,75,2,1,192,0,0,0,0,0,58.1,0.3,0,San Marino,European Championship,5.53
Silvan Widmer ,Defender,183,79,3,0,266,0,1,1,0,0.3,75.4,1,0,Switzerland,European Championship,7.04
Nico Elvedi ,Defender,187,81,2,0,180,0,0,1,0,0.5,92.3,1,0,Switzerland,European Championship,6.77
Xherdan Shaqiri ,Midfielder,169,72,3,0,231,1,1,0,0,1.3,74.7,0.3,0,Switzerland,European Championship,6.71
Yann Sommer ,Goalkeeper,183,79,3,0,270,0,0,0,0,0,92.1,0,1,Switzerland,European Championship,6.67
Manuel Akanji ,Defender,186,91,4,0,360,1,0,1,0,1,88.7,2.3,0,Switzerland,European Championship,6.59
Breel Embolo ,Attaking Midfielder,187,88,4,0,327,2,0,0,0,1.5,75.4,0.5,0,Switzerland,European Championship,6.58
Granit Xhaka ,Defender,186,80,4,0,360,0,0,1,0,1.5,88.4,1.8,0,Switzerland,European Championship,6.57
Christian Fassnacht ,Attaking Midfielder,185,77,0,1,7,0,0,0,0,1,70,0,0,Switzerland,European Championship,6.43
Ruben Vargas ,Attaking Midfielder,179,68,4,0,289,0,1,1,0,0.8,72.9,0.8,0,Switzerland,European Championship,6.43
Djibril Sow ,Midfielder,183,76,4,0,269,0,1,0,0,0.5,87.5,0.3,0,Switzerland,European Championship,6.35
Fabian Schar ,Defender,186,84,2,0,136,0,0,2,0,1,79.3,2,0,Switzerland,European Championship,6.33
Ricardo Rodriguez ,Defender,180,78,4,0,360,0,0,0,0,0,75.4,2.5,0,Switzerland,European Championship,6.22
Fabian Rieder ,Midfielder,179,74,1,1,68,0,0,1,0,0,52,0,0,Switzerland,European Championship,6.2
Remo Freuler ,Defender,181,80,4,0,324,1,0,0,0,0.8,83.4,0.3,0,Switzerland,European Championship,6.18
Denis Zakaria ,Defender,189,81,0,2,57,0,0,0,0,0.5,86.4,0.5,0,Switzerland,European Championship,6.11
Fabian Frei ,Midfielder,183,80,0,2,23,0,0,0,0,0,64.3,0,0,Switzerland,European Championship,6.1
Edimilson Fernandes ,Defender,190,77,1,2,143,0,0,0,0,0.3,82.8,0,0,Switzerland,European Championship,6.02
Gregor Kobel ,Goalkeeper,195,88,1,0,90,0,0,0,0,0,65.2,0,0,Switzerland,European Championship,6.02
Haris Seferovic ,Attaking Midfielder,186,85,0,3,68,0,0,0,0,0.3,78.6,0,0,Switzerland,European Championship,5.97
Noah Okafor ,Forward,185,85,0,3,43,0,0,0,0,0.3,77.3,0,0,Switzerland,European Championship,5.95
Eray Comert ,Defender,183,80,0,2,46,0,0,1,0,0,90.5,0,0,Switzerland,European Championship,5.95
Michel Aebischer ,Midfielder,183,76,0,1,14,0,0,0,0,0,50,1,0,Switzerland,European Championship,5.94
Ardon Jashari ,Midfielder,181,81,0,1,1,0,0,0,0,0,83.3,0,0,Switzerland,European Championship,5.9
Renato Steffen ,Midfielder,170,72,0,1,31,0,0,0,0,0,85.7,0,0,Switzerland,European Championship,5.83
Razvan Marin ,Midfielder,178,70,2,0,155,0,2,1,0,0,85,1,0,Romania,European Championship,7.64
Nicolae Stanciu ,Midfielder,170,63,4,0,331,1,0,1,0,1.5,73.6,0.3,1,Romania,European Championship,7.39
Andrei Burca ,Defender,188,75,4,0,360,1,0,0,0,1,73.7,2,0,Romania,European Championship,7.27
Olimpiu Morutan ,Attaking Midfielder,173,71,2,2,199,0,3,1,0,0.5,80.6,0.3,0,Romania,European Championship,7.2
Cristian Manea ,Defender,183,77,3,0,270,0,0,0,0,0.3,69.8,1.3,0,Romania,European Championship,7.11
Valentin Mihaila ,Attaking Midfielder,173,61,0,2,61,2,0,0,0,2,68.4,0,0,Romania,European Championship,7.05
Radu Dragusin ,Defender,170,75,4,0,360,0,0,1,0,0,81.8,2.8,0,Romania,European Championship,7.03
Andrei Ratiu ,Defender,183,75,1,0,90,0,0,0,0,1,85.7,4,0,Romania,European Championship,6.94
Raul Oprut ,Defender,184,78,1,0,90,0,0,0,0,1,73.3,4,0,Romania,European Championship,6.93
Ionut Radu ,Goalkeeper,188,70,2,0,180,0,0,0,0,0,68.4,0,0,Romania,European Championship,6.93
Dennis Man ,Attaking Midfielder,183,82,3,0,199,1,0,0,0,2,71.9,1.3,1,Romania,European Championship,6.92
Horatiu Moldovan ,Midfielder,170,75,2,0,180,0,0,0,0,0,51.7,0,0,Romania,European Championship,6.88
Tudor Baluta ,Defender,192,80,2,1,159,0,0,0,0,1,68.5,2.3,0,Romania,European Championship,6.82
Marius Marin ,Midfielder,180,70,1,2,128,0,0,0,0,0,66.7,1.7,0,Romania,European Championship,6.68
Darius Olaru ,Midfielder,177,71,1,1,82,0,0,0,0,0.5,79.6,1,0,Romania,European Championship,6.68
Deian Sorescu ,Attaking Midfielder,175,75,2,1,230,0,0,1,0,1,79.2,0.3,0,Romania,European Championship,6.59
Denis Alibec ,Forward,187,77,3,1,244,1,0,0,0,2.3,68.2,1,0,Romania,European Championship,6.58
George Puscas ,Forward,188,77,1,1,103,0,0,1,0,1.5,45.5,4,0,Romania,European Championship,6.42
Mario Camora ,Defender,177,69,1,0,23,0,0,0,0,0,33.3,0,0,Romania,European Championship,6.36
Ionut Nedelcearu ,Defender,190,80,1,0,90,0,0,0,0,0,76.7,0,0,Romania,European Championship,6.3
Vladimir Screciu ,Defender,179,74,1,0,84,0,0,0,0,0,61.1,1,0,Romania,European Championship,6.26
Alex Dobre ,Attaking Midfielder,178,71,0,2,42,0,0,0,0,1.5,77.8,1,0,Romania,European Championship,6.15
